Place_ID X Date,target
A5Q06QS X 2020-03-27,42.114548
A5Q06QS X 2020-03-28,35.937762
A5Q06QS X 2020-03-29,52.754316
A5Q06QS X 2020-03-30,23.378821
A5Q06QS X 2020-03-31,29.372335
A5Q06QS X 2020-04-01,34.203306
A5Q06QS X 2020-04-02,71.056997
A5Q06QS X 2020-04-03,40.125026
A5Q06QS X 2020-04-04,42.084837
B0B69RZ X 2020-01-02,84.724986
B0B69RZ X 2020-01-03,96.651948
B0B69RZ X 2020-01-04,96.403798
B0B69RZ X 2020-01-05,87.103534
B0B69RZ X 2020-01-06,91.465825
B0B69RZ X 2020-01-07,88.931067
B0B69RZ X 2020-01-08,70.562560
B0B69RZ X 2020-01-09,58.565873
B0B69RZ X 2020-01-10,86.859445
B0B69RZ X 2020-01-11,94.701642
B0B69RZ X 2020-01-12,41.885020
B0B69RZ X 2020-01-13,64.092573
B0B69RZ X 2020-01-14,67.614462
B0B69RZ X 2020-01-15,70.832623
B0B69RZ X 2020-01-16,97.265119
B0B69RZ X 2020-01-17,69.885480
B0B69RZ X 2020-01-18,62.850397
B0B69RZ X 2020-01-19,72.183913
B0B69RZ X 2020-01-20,95.669020
B0B69RZ X 2020-01-21,87.213447
B0B69RZ X 2020-01-22,87.585810
B0B69RZ X 2020-01-23,88.059331
B0B69RZ X 2020-01-24,61.096986
B0B69RZ X 2020-01-25,63.230067
B0B69RZ X 2020-01-26,71.803766
B0B69RZ X 2020-01-27,54.354345
B0B69RZ X 2020-01-28,61.995504
B0B69RZ X 2020-01-29,39.085365
B0B69RZ X 2020-01-30,61.873393
B0B69RZ X 2020-01-31,70.878123
B0B69RZ X 2020-02-01,76.689960
B0B69RZ X 2020-02-02,72.605668
B0B69RZ X 2020-02-03,67.834405
B0B69RZ X 2020-02-04,45.232435
B0B69RZ X 2020-02-05,46.626721
B0B69RZ X 2020-02-06,58.474730
B0B69RZ X 2020-02-07,50.926729
B0B69RZ X 2020-02-08,39.804369
B0B69RZ X 2020-02-09,41.086425
B0B69RZ X 2020-02-10,56.207405
B0B69RZ X 2020-02-11,116.321930
B0B69RZ X 2020-02-12,86.442833
B0B69RZ X 2020-02-13,87.959598
B0B69RZ X 2020-02-14,103.903290
B0B69RZ X 2020-02-15,82.028979
B0B69RZ X 2020-02-16,42.801796
B0B69RZ X 2020-02-17,58.111762
B0B69RZ X 2020-02-18,57.248074
B0B69RZ X 2020-02-19,72.284774
B0B69RZ X 2020-02-20,58.563467
B0B69RZ X 2020-02-21,54.834069
B0B69RZ X 2020-02-22,76.988198
B0B69RZ X 2020-02-23,49.146408
B0B69RZ X 2020-02-24,61.180634
B0B69RZ X 2020-02-25,101.119283
B0B69RZ X 2020-02-26,85.084975
B0B69RZ X 2020-02-27,55.314972
B0B69RZ X 2020-02-28,70.868635
B0B69RZ X 2020-02-29,89.338958
B0B69RZ X 2020-03-01,76.513478
B0B69RZ X 2020-03-02,49.407667
B0B69RZ X 2020-03-03,75.726341
B0B69RZ X 2020-03-04,56.847229
B0B69RZ X 2020-03-05,41.902869
B0B69RZ X 2020-03-06,53.570163
B0B69RZ X 2020-03-07,78.508584
B0B69RZ X 2020-03-08,59.168357
B0B69RZ X 2020-03-09,83.989815
B0B69RZ X 2020-03-10,45.646080
B0B69RZ X 2020-03-11,57.516849
B0B69RZ X 2020-03-12,62.633012
B0B69RZ X 2020-03-13,71.008468
B0B69RZ X 2020-03-14,51.182302
B0B69RZ X 2020-03-15,57.046433
B0B69RZ X 2020-03-16,64.072849
B0B69RZ X 2020-03-17,78.895692
B0B69RZ X 2020-03-18,83.157615
B0B69RZ X 2020-03-19,94.658131
B0B69RZ X 2020-03-20,55.283911
B0B69RZ X 2020-03-21,101.516821
B0B69RZ X 2020-03-22,87.324091
B0B69RZ X 2020-03-23,48.479770
B0B69RZ X 2020-03-24,58.989467
B0B69RZ X 2020-03-25,74.323099
B0B69RZ X 2020-03-26,75.613234
B0B69RZ X 2020-03-27,84.329774
B0B69RZ X 2020-03-28,51.688254
B0B69RZ X 2020-03-29,49.532994
B0B69RZ X 2020-03-30,67.876664
B0B69RZ X 2020-03-31,50.535898
B0B69RZ X 2020-04-01,50.670651
B0B69RZ X 2020-04-02,47.200754
B0B69RZ X 2020-04-03,51.863243
B0B69RZ X 2020-04-04,32.938398
B0BNTM9 X 2020-01-02,40.944745
B0BNTM9 X 2020-01-03,121.689454
B0BNTM9 X 2020-01-04,72.450122
B0BNTM9 X 2020-01-05,56.004993
B0BNTM9 X 2020-01-06,29.410515
B0BNTM9 X 2020-01-07,47.551056
B0BNTM9 X 2020-01-08,55.693298
B0BNTM9 X 2020-01-09,102.015452
B0BNTM9 X 2020-01-10,116.656742
B0BNTM9 X 2020-01-11,93.626299
B0BNTM9 X 2020-01-12,47.966439
B0BNTM9 X 2020-01-13,61.435599
B0BNTM9 X 2020-01-14,106.099822
B0BNTM9 X 2020-01-15,118.201376
B0BNTM9 X 2020-01-16,79.904923
B0BNTM9 X 2020-01-17,114.902856
B0BNTM9 X 2020-01-18,50.540493
B0BNTM9 X 2020-01-19,61.260738
B0BNTM9 X 2020-01-20,32.622242
B0BNTM9 X 2020-01-21,38.561237
B0BNTM9 X 2020-01-22,68.252003
B0BNTM9 X 2020-01-23,79.622761
B0BNTM9 X 2020-01-24,84.319306
B0BNTM9 X 2020-01-25,37.255354
B0BNTM9 X 2020-01-26,66.050213
B0BNTM9 X 2020-01-27,45.668607
B0BNTM9 X 2020-01-28,42.254341
B0BNTM9 X 2020-01-29,28.738932
B0BNTM9 X 2020-01-30,94.978479
B0BNTM9 X 2020-01-31,56.458176
B0BNTM9 X 2020-02-01,41.524646
B0BNTM9 X 2020-02-02,35.912750
B0BNTM9 X 2020-02-03,41.405530
B0BNTM9 X 2020-02-04,39.970146
B0BNTM9 X 2020-02-05,30.729548
B0BNTM9 X 2020-02-06,27.076393
B0BNTM9 X 2020-02-07,44.478091
B0BNTM9 X 2020-02-08,59.296339
B0BNTM9 X 2020-02-09,86.056899
B0BNTM9 X 2020-02-10,35.220962
B0BNTM9 X 2020-02-11,43.898607
B0BNTM9 X 2020-02-12,40.735016
B0BNTM9 X 2020-02-13,45.177533
B0BNTM9 X 2020-02-14,40.274909
B0BNTM9 X 2020-02-15,29.165476
B0BNTM9 X 2020-02-16,63.394149
B0BNTM9 X 2020-02-17,80.173179
B0BNTM9 X 2020-02-18,44.528614
B0BNTM9 X 2020-02-19,34.740890
B0BNTM9 X 2020-02-20,71.049830
B0BNTM9 X 2020-02-21,61.867571
B0BNTM9 X 2020-02-22,39.469234
B0BNTM9 X 2020-02-23,49.502948
B0BNTM9 X 2020-02-24,34.375333
B0BNTM9 X 2020-02-25,56.711173
B0BNTM9 X 2020-02-26,32.195675
B0BNTM9 X 2020-02-27,27.714913
B0BNTM9 X 2020-02-28,33.141582
B0BNTM9 X 2020-02-29,39.493651
B0BNTM9 X 2020-03-01,30.970274
B0BNTM9 X 2020-03-02,26.244492
B0BNTM9 X 2020-03-03,26.971518
B0BNTM9 X 2020-03-04,37.376131
B0BNTM9 X 2020-03-05,64.983488
B0BNTM9 X 2020-03-06,29.807485
B0BNTM9 X 2020-03-07,57.345216
B0BNTM9 X 2020-03-08,38.486327
B0BNTM9 X 2020-03-09,55.023382
B0BNTM9 X 2020-03-10,52.609851
B0BNTM9 X 2020-03-11,76.030393
B0BNTM9 X 2020-03-12,61.388074
B0BNTM9 X 2020-03-13,61.337352
B0BNTM9 X 2020-03-14,62.264511
B0BNTM9 X 2020-03-15,35.712937
B0BNTM9 X 2020-03-16,44.867075
B0BNTM9 X 2020-03-17,91.803902
B0BNTM9 X 2020-03-18,57.848032
B0BNTM9 X 2020-03-19,98.109704
B0BNTM9 X 2020-03-20,56.854643
B0BNTM9 X 2020-03-21,72.874893
B0BNTM9 X 2020-03-22,42.510608
B0BNTM9 X 2020-03-23,31.306766
B0BNTM9 X 2020-03-24,33.409037
B0BNTM9 X 2020-03-25,39.565742
B0BNTM9 X 2020-03-26,29.170349
B0BNTM9 X 2020-03-27,50.868821
B0BNTM9 X 2020-03-28,58.197409
B0BNTM9 X 2020-03-29,59.217190
B0BNTM9 X 2020-03-30,73.746865
B0BNTM9 X 2020-03-31,44.284050
B0BNTM9 X 2020-04-01,31.911521
B0BNTM9 X 2020-04-02,39.840882
B0BNTM9 X 2020-04-03,65.674642
B0BNTM9 X 2020-04-04,39.035329
B61EFVW X 2020-01-02,31.779004
B61EFVW X 2020-01-03,76.172272
B61EFVW X 2020-01-04,40.332748
B61EFVW X 2020-01-05,29.232830
B61EFVW X 2020-01-06,28.102155
B61EFVW X 2020-01-07,71.404200
B61EFVW X 2020-01-08,59.641444
B61EFVW X 2020-01-09,36.644259
B61EFVW X 2020-01-10,49.981933
B61EFVW X 2020-01-11,37.142575
B61EFVW X 2020-01-12,46.403456
B61EFVW X 2020-01-13,40.060169
B61EFVW X 2020-01-14,44.406798
B61EFVW X 2020-01-15,53.154040
B61EFVW X 2020-01-16,38.629370
B61EFVW X 2020-01-17,45.562075
B61EFVW X 2020-01-18,36.971839
B61EFVW X 2020-01-19,52.294437
B61EFVW X 2020-01-20,36.229722
B61EFVW X 2020-01-21,31.742988
B61EFVW X 2020-01-22,76.486638
B61EFVW X 2020-01-23,51.613147
B61EFVW X 2020-01-24,53.637448
B61EFVW X 2020-01-25,57.564710
B61EFVW X 2020-01-26,63.569838
B61EFVW X 2020-01-27,65.495563
B61EFVW X 2020-01-28,40.443279
B61EFVW X 2020-01-29,39.317729
B61EFVW X 2020-01-30,36.444214
B61EFVW X 2020-01-31,28.600228
B61EFVW X 2020-02-01,24.267937
B61EFVW X 2020-02-02,26.558347
B61EFVW X 2020-02-03,53.687816
B61EFVW X 2020-02-04,34.470890
B61EFVW X 2020-02-05,60.852246
B61EFVW X 2020-02-06,38.473993
B61EFVW X 2020-02-07,32.286685
B61EFVW X 2020-02-08,36.409655
B61EFVW X 2020-02-09,31.204810
B61EFVW X 2020-02-10,68.262663
B61EFVW X 2020-02-11,28.188739
B61EFVW X 2020-02-12,39.595452
B61EFVW X 2020-02-13,46.150730
B61EFVW X 2020-02-14,55.632058
B61EFVW X 2020-02-15,47.974409
B61EFVW X 2020-02-16,59.397151
B61EFVW X 2020-02-17,29.194261
B61EFVW X 2020-02-18,33.790672
B61EFVW X 2020-02-19,35.384880
B61EFVW X 2020-02-20,42.042390
B61EFVW X 2020-02-21,43.891619
B61EFVW X 2020-02-22,42.727163
B61EFVW X 2020-02-23,37.896423
B61EFVW X 2020-02-24,38.466511
B61EFVW X 2020-02-25,79.474520
B61EFVW X 2020-02-26,70.143071
B61EFVW X 2020-02-27,35.855971
B61EFVW X 2020-02-28,34.143163
B61EFVW X 2020-02-29,53.029989
B61EFVW X 2020-03-01,31.653843
B61EFVW X 2020-03-02,46.916091
B61EFVW X 2020-03-03,28.867218
B61EFVW X 2020-03-04,53.273317
B61EFVW X 2020-03-05,35.345274
B61EFVW X 2020-03-06,32.555276
B61EFVW X 2020-03-07,44.546631
B61EFVW X 2020-03-08,69.297676
B61EFVW X 2020-03-09,46.093337
B61EFVW X 2020-03-10,42.752139
B61EFVW X 2020-03-11,32.201746
B61EFVW X 2020-03-12,34.159442
B61EFVW X 2020-03-13,41.239306
B61EFVW X 2020-03-14,56.100119
B61EFVW X 2020-03-15,42.930373
B61EFVW X 2020-03-16,43.199669
B61EFVW X 2020-03-17,34.781758
B61EFVW X 2020-03-18,38.355566
B61EFVW X 2020-03-19,62.037197
B61EFVW X 2020-03-20,40.818205
B61EFVW X 2020-03-21,32.581821
B61EFVW X 2020-03-22,58.868812
B61EFVW X 2020-03-23,35.126706
B61EFVW X 2020-03-24,38.887608
B61EFVW X 2020-03-25,32.641984
B61EFVW X 2020-03-26,57.759532
B61EFVW X 2020-03-27,41.488639
B61EFVW X 2020-03-28,33.994026
B61EFVW X 2020-03-29,40.812532
B61EFVW X 2020-03-30,32.535631
B61EFVW X 2020-03-31,54.324060
B61EFVW X 2020-04-01,30.548955
B61EFVW X 2020-04-02,30.806933
B61EFVW X 2020-04-03,47.025841
B61EFVW X 2020-04-04,67.974563
B6D31F4 X 2020-01-02,29.558552
B6D31F4 X 2020-01-03,45.497782
B6D31F4 X 2020-01-04,29.456462
B6D31F4 X 2020-01-05,24.825046
B6D31F4 X 2020-01-06,53.355275
B6D31F4 X 2020-01-07,28.675135
B6D31F4 X 2020-01-08,33.073424
B6D31F4 X 2020-01-09,29.665553
B6D31F4 X 2020-01-10,26.807616
B6D31F4 X 2020-01-11,24.900841
B6D31F4 X 2020-01-12,27.642152
B6D31F4 X 2020-01-13,33.984471
B6D31F4 X 2020-01-14,27.778755
B6D31F4 X 2020-01-15,28.621720
B6D31F4 X 2020-01-16,71.127333
B6D31F4 X 2020-01-17,59.940926
B6D31F4 X 2020-01-18,37.580108
B6D31F4 X 2020-01-19,37.849127
B6D31F4 X 2020-01-20,37.584546
B6D31F4 X 2020-01-21,29.700289
B6D31F4 X 2020-01-22,44.714078
B6D31F4 X 2020-01-23,33.529662
B6D31F4 X 2020-01-24,35.489237
B6D31F4 X 2020-01-25,37.806919
B6D31F4 X 2020-01-26,33.361413
B6D31F4 X 2020-01-27,23.544487
B6D31F4 X 2020-01-28,36.707983
B6D31F4 X 2020-01-29,29.828046
B6D31F4 X 2020-01-30,30.089125
B6D31F4 X 2020-01-31,31.812859
B6D31F4 X 2020-02-01,36.309690
B6D31F4 X 2020-02-02,30.272721
B6D31F4 X 2020-02-03,28.350650
B6D31F4 X 2020-02-04,26.685415
B6D31F4 X 2020-02-05,25.831245
B6D31F4 X 2020-02-06,24.407603
B6D31F4 X 2020-02-07,27.429662
B6D31F4 X 2020-02-08,29.381614
B6D31F4 X 2020-02-09,34.406666
B6D31F4 X 2020-02-10,33.295701
B6D31F4 X 2020-02-11,35.378039
B6D31F4 X 2020-02-12,24.020630
B6D31F4 X 2020-02-13,30.991141
B6D31F4 X 2020-02-14,30.180596
B6D31F4 X 2020-02-15,30.656313
B6D31F4 X 2020-02-16,26.689972
B6D31F4 X 2020-02-17,34.991418
B6D31F4 X 2020-02-18,31.033378
B6D31F4 X 2020-02-19,30.447364
B6D31F4 X 2020-02-20,27.272946
B6D31F4 X 2020-02-21,37.440644
B6D31F4 X 2020-02-22,45.363294
B6D31F4 X 2020-02-23,35.685008
B6D31F4 X 2020-02-24,29.386017
B6D31F4 X 2020-02-25,28.343477
B6D31F4 X 2020-02-26,31.869792
B6D31F4 X 2020-02-27,39.492112
B6D31F4 X 2020-02-28,35.939360
B6D31F4 X 2020-02-29,34.422606
B6D31F4 X 2020-03-01,31.552770
B6D31F4 X 2020-03-02,28.885750
B6D31F4 X 2020-03-03,34.205899
B6D31F4 X 2020-03-04,43.028222
B6D31F4 X 2020-03-05,30.391551
B6D31F4 X 2020-03-06,40.972595
B6D31F4 X 2020-03-07,25.299457
B6D31F4 X 2020-03-08,26.932133
B6D31F4 X 2020-03-09,25.103281
B6D31F4 X 2020-03-10,29.126290
B6D31F4 X 2020-03-11,28.661104
B6D31F4 X 2020-03-12,33.705724
B6D31F4 X 2020-03-13,24.276255
B6D31F4 X 2020-03-14,26.518702
B6D31F4 X 2020-03-15,33.021353
B6D31F4 X 2020-03-16,23.732581
B6D31F4 X 2020-03-17,41.041028
B6D31F4 X 2020-03-18,25.041530
B6D31F4 X 2020-03-19,31.744576
B6D31F4 X 2020-03-20,31.749479
B6D31F4 X 2020-03-21,40.333820
B6D31F4 X 2020-03-22,32.550663
B6D31F4 X 2020-03-23,41.560675
B6D31F4 X 2020-03-24,23.679931
B6D31F4 X 2020-03-25,24.087129
B6D31F4 X 2020-03-26,25.065784
B6D31F4 X 2020-03-27,27.458563
B6D31F4 X 2020-03-28,26.567485
B6D31F4 X 2020-03-29,29.445279
B6D31F4 X 2020-03-30,22.975963
B6D31F4 X 2020-03-31,24.190693
B6D31F4 X 2020-04-01,32.538114
B6D31F4 X 2020-04-02,31.391680
B6D31F4 X 2020-04-03,50.416056
B6D31F4 X 2020-04-04,39.539361
BFYKI97 X 2020-01-02,71.269806
BFYKI97 X 2020-01-03,72.887187
BFYKI97 X 2020-01-04,64.837093
BFYKI97 X 2020-01-05,53.286196
BFYKI97 X 2020-01-06,48.153766
BFYKI97 X 2020-01-07,36.699380
BFYKI97 X 2020-01-08,58.634889
BFYKI97 X 2020-01-09,86.949979
BFYKI97 X 2020-01-10,57.609726
BFYKI97 X 2020-01-11,83.100595
BFYKI97 X 2020-01-12,49.552802
BFYKI97 X 2020-01-13,77.467874
BFYKI97 X 2020-01-14,98.979648
BFYKI97 X 2020-01-15,58.095456
BFYKI97 X 2020-01-16,99.182495
BFYKI97 X 2020-01-17,51.510634
BFYKI97 X 2020-01-18,79.849831
BFYKI97 X 2020-01-19,118.009209
BFYKI97 X 2020-01-20,85.612312
BFYKI97 X 2020-01-21,77.314282
BFYKI97 X 2020-01-22,47.598583
BFYKI97 X 2020-01-23,69.887214
BFYKI97 X 2020-01-24,78.860127
BFYKI97 X 2020-01-25,86.679644
BFYKI97 X 2020-01-26,55.934649
BFYKI97 X 2020-01-27,33.586849
BFYKI97 X 2020-01-28,40.100382
BFYKI97 X 2020-01-29,79.661432
BFYKI97 X 2020-01-30,47.728626
BFYKI97 X 2020-01-31,72.494739
BFYKI97 X 2020-02-01,42.109934
BFYKI97 X 2020-02-02,85.938585
BFYKI97 X 2020-02-03,102.316607
BFYKI97 X 2020-02-04,59.543766
BFYKI97 X 2020-02-05,53.844646
BFYKI97 X 2020-02-06,75.432949
BFYKI97 X 2020-02-07,49.930352
BFYKI97 X 2020-02-08,34.945845
BFYKI97 X 2020-02-09,72.659666
BFYKI97 X 2020-02-10,54.662901
BFYKI97 X 2020-02-11,72.474758
BFYKI97 X 2020-02-12,38.145649
BFYKI97 X 2020-02-13,49.717909
BFYKI97 X 2020-02-14,64.327631
BFYKI97 X 2020-02-15,82.036593
BFYKI97 X 2020-02-16,58.224652
BFYKI97 X 2020-02-17,38.035160
BFYKI97 X 2020-02-18,42.108603
BFYKI97 X 2020-02-19,65.839458
BFYKI97 X 2020-02-20,77.607833
BFYKI97 X 2020-02-21,83.475231
BFYKI97 X 2020-02-22,49.539468
BFYKI97 X 2020-02-23,37.820111
BFYKI97 X 2020-02-24,54.575325
BFYKI97 X 2020-02-25,66.985775
BFYKI97 X 2020-02-26,61.811921
BFYKI97 X 2020-02-27,70.661663
BFYKI97 X 2020-02-28,66.256828
BFYKI97 X 2020-02-29,76.792747
BFYKI97 X 2020-03-01,99.224647
BFYKI97 X 2020-03-02,62.264485
BFYKI97 X 2020-03-03,98.423070
BFYKI97 X 2020-03-04,67.652148
BFYKI97 X 2020-03-05,41.950106
BFYKI97 X 2020-03-06,56.255451
BFYKI97 X 2020-03-07,94.066488
BFYKI97 X 2020-03-08,56.325075
BFYKI97 X 2020-03-09,60.663516
BFYKI97 X 2020-03-10,47.706009
BFYKI97 X 2020-03-11,35.316231
BFYKI97 X 2020-03-12,77.979535
BFYKI97 X 2020-03-13,78.706460
BFYKI97 X 2020-03-14,54.642955
BFYKI97 X 2020-03-15,35.715246
BFYKI97 X 2020-03-16,37.731992
BFYKI97 X 2020-03-17,89.496734
BFYKI97 X 2020-03-18,86.792772
BFYKI97 X 2020-03-19,69.279190
BFYKI97 X 2020-03-20,40.178554
BFYKI97 X 2020-03-21,64.803812
BFYKI97 X 2020-03-22,66.087125
BFYKI97 X 2020-03-23,66.056996
BFYKI97 X 2020-03-24,72.806337
BFYKI97 X 2020-03-25,76.036421
BFYKI97 X 2020-03-26,67.938310
BFYKI97 X 2020-03-27,44.215861
BFYKI97 X 2020-03-28,63.174522
BFYKI97 X 2020-03-29,59.644411
BFYKI97 X 2020-03-30,33.275067
BFYKI97 X 2020-03-31,48.363165
BFYKI97 X 2020-04-01,59.696238
BFYKI97 X 2020-04-02,73.973091
BFYKI97 X 2020-04-03,61.974791
BFYKI97 X 2020-04-04,39.945611
BHDVVZ1 X 2020-01-02,97.974747
BHDVVZ1 X 2020-01-03,73.937909
BHDVVZ1 X 2020-01-04,24.366791
BHDVVZ1 X 2020-01-05,40.490975
BHDVVZ1 X 2020-01-06,72.122992
BHDVVZ1 X 2020-01-07,83.683940
BHDVVZ1 X 2020-01-08,63.021618
BHDVVZ1 X 2020-01-09,32.010804
BHDVVZ1 X 2020-01-10,48.942610
BHDVVZ1 X 2020-01-11,37.077123
BHDVVZ1 X 2020-01-12,66.731902
BHDVVZ1 X 2020-01-13,45.131073
BHDVVZ1 X 2020-01-14,67.000873
BHDVVZ1 X 2020-01-15,73.152841
BHDVVZ1 X 2020-01-16,92.909975
BHDVVZ1 X 2020-01-17,84.457118
BHDVVZ1 X 2020-01-18,47.833413
BHDVVZ1 X 2020-01-19,39.014901
BHDVVZ1 X 2020-01-20,63.915019
BHDVVZ1 X 2020-01-21,86.433396
BHDVVZ1 X 2020-01-22,95.684902
BHDVVZ1 X 2020-01-23,75.483332
BHDVVZ1 X 2020-01-24,77.257107
BHDVVZ1 X 2020-01-25,86.459222
BHDVVZ1 X 2020-01-26,68.735437
BHDVVZ1 X 2020-01-27,82.625527
BHDVVZ1 X 2020-01-28,39.659057
BHDVVZ1 X 2020-01-29,19.680295
BHDVVZ1 X 2020-01-30,29.636495
BHDVVZ1 X 2020-01-31,28.171462
BHDVVZ1 X 2020-02-01,23.289268
BHDVVZ1 X 2020-02-02,19.926052
BHDVVZ1 X 2020-02-03,29.900026
BHDVVZ1 X 2020-02-04,26.016808
BHDVVZ1 X 2020-02-05,27.625968
BHDVVZ1 X 2020-02-06,53.998866
BHDVVZ1 X 2020-02-07,50.193531
BHDVVZ1 X 2020-02-08,76.222028
BHDVVZ1 X 2020-02-09,69.222139
BHDVVZ1 X 2020-02-10,37.139423
BHDVVZ1 X 2020-02-11,20.505740
BHDVVZ1 X 2020-02-12,24.344241
BHDVVZ1 X 2020-02-13,34.658913
BHDVVZ1 X 2020-02-14,38.217208
BHDVVZ1 X 2020-02-15,55.108255
BHDVVZ1 X 2020-02-16,39.310061
BHDVVZ1 X 2020-02-17,28.928417
BHDVVZ1 X 2020-02-18,21.682552
BHDVVZ1 X 2020-02-19,38.647821
BHDVVZ1 X 2020-02-20,33.892520
BHDVVZ1 X 2020-02-21,28.720275
BHDVVZ1 X 2020-02-22,44.180258
BHDVVZ1 X 2020-02-23,22.530847
BHDVVZ1 X 2020-02-24,29.393089
BHDVVZ1 X 2020-02-25,23.818321
BHDVVZ1 X 2020-02-26,22.141940
BHDVVZ1 X 2020-02-27,30.850063
BHDVVZ1 X 2020-02-28,24.923620
BHDVVZ1 X 2020-02-29,42.810157
BHDVVZ1 X 2020-03-01,21.928132
BHDVVZ1 X 2020-03-02,38.832683
BHDVVZ1 X 2020-03-03,36.774083
BHDVVZ1 X 2020-03-04,45.591865
BHDVVZ1 X 2020-03-05,49.592185
BHDVVZ1 X 2020-03-06,43.348044
BHDVVZ1 X 2020-03-07,32.482266
BHDVVZ1 X 2020-03-08,43.934561
BHDVVZ1 X 2020-03-09,43.476102
BHDVVZ1 X 2020-03-10,36.608008
BHDVVZ1 X 2020-03-11,21.954058
BHDVVZ1 X 2020-03-12,29.798412
BHDVVZ1 X 2020-03-13,25.788155
BHDVVZ1 X 2020-03-14,49.829181
BHDVVZ1 X 2020-03-15,56.770943
BHDVVZ1 X 2020-03-16,56.026968
BHDVVZ1 X 2020-03-17,51.018603
BHDVVZ1 X 2020-03-18,71.814156
BHDVVZ1 X 2020-03-19,59.717265
BHDVVZ1 X 2020-03-20,66.278915
BHDVVZ1 X 2020-03-21,43.304450
BHDVVZ1 X 2020-03-22,41.609407
BHDVVZ1 X 2020-03-23,52.689828
BHDVVZ1 X 2020-03-24,66.699201
BHDVVZ1 X 2020-03-25,57.969799
BHDVVZ1 X 2020-03-26,62.397255
BHDVVZ1 X 2020-03-27,63.595472
BHDVVZ1 X 2020-03-28,75.905755
BHDVVZ1 X 2020-03-29,38.172501
BHDVVZ1 X 2020-03-30,38.150067
BHDVVZ1 X 2020-03-31,53.483194
BHHB4KK X 2020-01-02,230.448639
BHHB4KK X 2020-01-03,185.810169
BHHB4KK X 2020-01-04,221.698607
BHHB4KK X 2020-01-05,168.264554
BHHB4KK X 2020-01-06,168.869648
BHHB4KK X 2020-01-07,140.366776
BHHB4KK X 2020-01-08,110.507906
BHHB4KK X 2020-01-09,137.998155
BHHB4KK X 2020-01-10,143.303937
BHHB4KK X 2020-01-11,172.180060
BHHB4KK X 2020-01-12,184.669067
BHHB4KK X 2020-01-13,163.699459
BHHB4KK X 2020-01-14,158.195090
BHHB4KK X 2020-01-15,131.575037
BHHB4KK X 2020-01-16,121.565738
BHHB4KK X 2020-01-17,93.519989
BHHB4KK X 2020-01-18,186.085487
BHHB4KK X 2020-01-19,120.317591
BHHB4KK X 2020-01-20,169.242071
BHHB4KK X 2020-01-21,205.069261
BHHB4KK X 2020-01-22,187.877996
BHHB4KK X 2020-01-23,141.324392
BHHB4KK X 2020-01-24,127.015917
BHHB4KK X 2020-01-25,166.052087
BHHB4KK X 2020-01-26,197.282947
BHHB4KK X 2020-01-27,157.561335
BHHB4KK X 2020-01-28,91.724733
BHHB4KK X 2020-01-29,102.131038
BHHB4KK X 2020-01-30,165.474159
BHHB4KK X 2020-01-31,106.546555
BHHB4KK X 2020-02-01,161.942087
BHHB4KK X 2020-02-02,159.056057
BHHB4KK X 2020-02-03,180.268136
BHHB4KK X 2020-02-04,181.817257
BHHB4KK X 2020-02-05,110.082147
BHHB4KK X 2020-02-06,176.810303
BHHB4KK X 2020-02-07,183.078798
BHHB4KK X 2020-02-08,116.249440
BHHB4KK X 2020-02-09,191.710021
BHHB4KK X 2020-02-10,176.270829
BHHB4KK X 2020-02-11,197.174279
BHHB4KK X 2020-02-12,163.244927
BHHB4KK X 2020-02-13,98.543665
BHHB4KK X 2020-02-14,98.764770
BHHB4KK X 2020-02-15,143.451397
BHHB4KK X 2020-02-16,174.366302
BHHB4KK X 2020-02-17,163.299659
BHHB4KK X 2020-02-18,60.247488
BHHB4KK X 2020-02-19,131.740536
BHHB4KK X 2020-02-20,136.535399
BHHB4KK X 2020-02-21,80.073476
BHHB4KK X 2020-02-22,151.206050
BHHB4KK X 2020-02-23,158.895188
BHHB4KK X 2020-02-24,149.921503
BHHB4KK X 2020-02-25,160.884451
BHHB4KK X 2020-02-26,178.990829
BHHB4KK X 2020-02-27,164.282704
BHHB4KK X 2020-02-28,124.510804
BHHB4KK X 2020-02-29,144.531104
BHHB4KK X 2020-03-01,120.388214
BHHB4KK X 2020-03-02,175.026101
BHHB4KK X 2020-03-03,140.878991
BHHB4KK X 2020-03-04,162.675521
BHHB4KK X 2020-03-05,88.769770
BHHB4KK X 2020-03-06,89.993437
BHHB4KK X 2020-03-07,92.309095
BHHB4KK X 2020-03-08,153.070396
BHHB4KK X 2020-03-09,84.783599
BHHB4KK X 2020-03-10,145.415885
BHHB4KK X 2020-03-11,146.178226
BHHB4KK X 2020-03-12,120.209865
BHHB4KK X 2020-03-13,149.229467
BHHB4KK X 2020-03-14,91.664106
BHHB4KK X 2020-03-15,143.723513
BHHB4KK X 2020-03-16,139.874813
BHHB4KK X 2020-03-17,130.733545
BHHB4KK X 2020-03-18,138.156886
BHHB4KK X 2020-03-19,155.009992
BHHB4KK X 2020-03-20,144.406634
BHHB4KK X 2020-03-21,154.903738
BHHB4KK X 2020-03-22,137.384242
BHHB4KK X 2020-03-23,140.068440
BHHB4KK X 2020-03-24,137.949437
BHHB4KK X 2020-03-25,116.891933
BHHB4KK X 2020-03-26,85.521075
BHHB4KK X 2020-03-27,74.878177
BHHB4KK X 2020-03-28,73.491326
BHHB4KK X 2020-03-29,83.736839
